# REM-INV-4 LIVE grants — captured 2026-09-13T05:44:14.707Z
# [TABLES] grantee	schema	table	privilege  (rows=4133)
gbt_intv_picksplit(internal, internal)	16384	EXECUTE
gbt_intv_picksplit(internal, internal)	16480	EXECUTE
gbt_intv_picksplit(internal, internal)	16481	EXECUTE
gbt_intv_picksplit(internal, internal)	16482	EXECUTE
gbt_intv_same(gbtreekey32, gbtreekey32, internal)	10	EXECUTE
gbt_intv_same(gbtreekey32, gbtreekey32, internal)	16384	EXECUTE
gbt_intv_same(gbtreekey32, gbtreekey32, internal)	16480	EXECUTE
gbt_intv_same(gbtreekey32, gbtreekey32, internal)	16481	EXECUTE
gbt_intv_same(gbtreekey32, gbtreekey32, internal)	16482	EXECUTE
gbt_intv_union(internal, internal)	10	EXECUTE
gbt_intv_union(internal, internal)	16384	EXECUTE
gbt_intv_union(internal, internal)	16480	EXECUTE
gbt_intv_union(internal, internal)	16481	EXECUTE
gbt_intv_union(internal, internal)	16482	EXECUTE
gbt_macad8_compress(internal)	10	EXECUTE
gbt_macad8_compress(internal)	16384	EXECUTE
gbt_macad8_compress(internal)	16480	EXECUTE
gbt_macad8_compress(internal)	16481	EXECUTE
gbt_macad8_compress(internal)	16482	EXECUTE
gbt_macad8_consistent(internal, macaddr8, smallint, oid, internal)	10	EXECUTE
gbt_macad8_consistent(internal, macaddr8, smallint, oid, internal)	16384	EXECUTE
gbt_macad8_consistent(internal, macaddr8, smallint, oid, internal)	16480	EXECUTE
gbt_macad8_consistent(internal, macaddr8, smallint, oid, internal)	16481	EXECUTE
gbt_macad8_consistent(internal, macaddr8, smallint, oid, internal)	16482	EXECUTE
gbt_macad8_fetch(internal)	10	EXECUTE
gbt_macad8_fetch(internal)	16384	EXECUTE
gbt_macad8_fetch(internal)	16480	EXECUTE
gbt_macad8_fetch(internal)	16481	EXECUTE
gbt_macad8_fetch(internal)	16482	EXECUTE
gbt_macad8_penalty(internal, internal, internal)	10	EXECUTE
gbt_macad8_penalty(internal, internal, internal)	16384	EXECUTE
gbt_macad8_penalty(internal, internal, internal)	16480	EXECUTE
gbt_macad8_penalty(internal, internal, internal)	16481	EXECUTE
gbt_macad8_penalty(internal, internal, internal)	16482	EXECUTE
gbt_macad8_picksplit(internal, internal)	10	EXECUTE
gbt_macad8_picksplit(internal, internal)	16384	EXECUTE
gbt_macad8_picksplit(internal, internal)	16480	EXECUTE
gbt_macad8_picksplit(internal, internal)	16481	EXECUTE
gbt_macad8_picksplit(internal, internal)	16482	EXECUTE
gbt_macad8_same(gbtreekey16, gbtreekey16, internal)	10	EXECUTE
gbt_macad8_same(gbtreekey16, gbtreekey16, internal)	16384	EXECUTE
gbt_macad8_same(gbtreekey16, gbtreekey16, internal)	16480	EXECUTE
gbt_macad8_same(gbtreekey16, gbtreekey16, internal)	16481	EXECUTE
gbt_macad8_same(gbtreekey16, gbtreekey16, internal)	16482	EXECUTE
gbt_macad8_union(internal, internal)	10	EXECUTE
gbt_macad8_union(internal, internal)	16384	EXECUTE
gbt_macad8_union(internal, internal)	16480	EXECUTE
gbt_macad8_union(internal, internal)	16481	EXECUTE
gbt_macad8_union(internal, internal)	16482	EXECUTE
gbt_macad_compress(internal)	10	EXECUTE
gbt_macad_compress(internal)	16384	EXECUTE
gbt_macad_compress(internal)	16480	EXECUTE
gbt_macad_compress(internal)	16481	EXECUTE
gbt_macad_compress(internal)	16482	EXECUTE
gbt_macad_consistent(internal, macaddr, smallint, oid, internal)	10	EXECUTE
gbt_macad_consistent(internal, macaddr, smallint, oid, internal)	16384	EXECUTE
gbt_macad_consistent(internal, macaddr, smallint, oid, internal)	16480	EXECUTE
gbt_macad_consistent(internal, macaddr, smallint, oid, internal)	16481	EXECUTE
gbt_macad_consistent(internal, macaddr, smallint, oid, internal)	16482	EXECUTE
gbt_macad_fetch(internal)	10	EXECUTE
gbt_macad_fetch(internal)	16384	EXECUTE
gbt_macad_fetch(internal)	16480	EXECUTE
gbt_macad_fetch(internal)	16481	EXECUTE
gbt_macad_fetch(internal)	16482	EXECUTE
gbt_macad_penalty(internal, internal, internal)	10	EXECUTE
gbt_macad_penalty(internal, internal, internal)	16384	EXECUTE
gbt_macad_penalty(internal, internal, internal)	16480	EXECUTE
gbt_macad_penalty(internal, internal, internal)	16481	EXECUTE
gbt_macad_penalty(internal, internal, internal)	16482	EXECUTE
gbt_macad_picksplit(internal, internal)	10	EXECUTE
gbt_macad_picksplit(internal, internal)	16384	EXECUTE
gbt_macad_picksplit(internal, internal)	16480	EXECUTE
gbt_macad_picksplit(internal, internal)	16481	EXECUTE
gbt_macad_picksplit(internal, internal)	16482	EXECUTE
gbt_macad_same(gbtreekey16, gbtreekey16, internal)	10	EXECUTE
gbt_macad_same(gbtreekey16, gbtreekey16, internal)	16384	EXECUTE
gbt_macad_same(gbtreekey16, gbtreekey16, internal)	16480	EXECUTE
gbt_macad_same(gbtreekey16, gbtreekey16, internal)	16481	EXECUTE
gbt_macad_same(gbtreekey16, gbtreekey16, internal)	16482	EXECUTE
gbt_macad_union(internal, internal)	10	EXECUTE
gbt_macad_union(internal, internal)	16384	EXECUTE
gbt_macad_union(internal, internal)	16480	EXECUTE
gbt_macad_union(internal, internal)	16481	EXECUTE
gbt_macad_union(internal, internal)	16482	EXECUTE
gbt_numeric_compress(internal)	10	EXECUTE
gbt_numeric_compress(internal)	16384	EXECUTE
gbt_numeric_compress(internal)	16480	EXECUTE
gbt_numeric_compress(internal)	16481	EXECUTE
gbt_numeric_compress(internal)	16482	EXECUTE
gbt_numeric_consistent(internal, numeric, smallint, oid, internal)	10	EXECUTE
gbt_numeric_consistent(internal, numeric, smallint, oid, internal)	16384	EXECUTE
gbt_numeric_consistent(internal, numeric, smallint, oid, internal)	16480	EXECUTE
gbt_numeric_consistent(internal, numeric, smallint, oid, internal)	16481	EXECUTE
gbt_numeric_consistent(internal, numeric, smallint, oid, internal)	16482	EXECUTE
gbt_numeric_penalty(internal, internal, internal)	10	EXECUTE
gbt_numeric_penalty(internal, internal, internal)	16384	EXECUTE
gbt_numeric_penalty(internal, internal, internal)	16480	EXECUTE
gbt_numeric_penalty(internal, internal, internal)	16481	EXECUTE
gbt_numeric_penalty(internal, internal, internal)	16482	EXECUTE
gbt_numeric_picksplit(internal, internal)	10	EXECUTE
gbt_numeric_picksplit(internal, internal)	16384	EXECUTE
gbt_numeric_picksplit(internal, internal)	16480	EXECUTE
gbt_numeric_picksplit(internal, internal)	16481	EXECUTE
gbt_numeric_picksplit(internal, internal)	16482	EXECUTE
gbt_numeric_same(gbtreekey_var, gbtreekey_var, internal)	10	EXECUTE
gbt_numeric_same(gbtreekey_var, gbtreekey_var, internal)	16384	EXECUTE
gbt_numeric_same(gbtreekey_var, gbtreekey_var, internal)	16480	EXECUTE
gbt_numeric_same(gbtreekey_var, gbtreekey_var, internal)	16481	EXECUTE
gbt_numeric_same(gbtreekey_var, gbtreekey_var, internal)	16482	EXECUTE
gbt_numeric_union(internal, internal)	10	EXECUTE
gbt_numeric_union(internal, internal)	16384	EXECUTE
gbt_numeric_union(internal, internal)	16480	EXECUTE
gbt_numeric_union(internal, internal)	16481	EXECUTE
gbt_numeric_union(internal, internal)	16482	EXECUTE
gbt_oid_compress(internal)	10	EXECUTE
gbt_oid_compress(internal)	16384	EXECUTE
gbt_oid_compress(internal)	16480	EXECUTE
gbt_oid_compress(internal)	16481	EXECUTE
gbt_oid_compress(internal)	16482	EXECUTE
gbt_oid_consistent(internal, oid, smallint, oid, internal)	10	EXECUTE
gbt_oid_consistent(internal, oid, smallint, oid, internal)	16384	EXECUTE
gbt_oid_consistent(internal, oid, smallint, oid, internal)	16480	EXECUTE
gbt_oid_consistent(internal, oid, smallint, oid, internal)	16481	EXECUTE
gbt_oid_consistent(internal, oid, smallint, oid, internal)	16482	EXECUTE
gbt_oid_distance(internal, oid, smallint, oid, internal)	10	EXECUTE
gbt_oid_distance(internal, oid, smallint, oid, internal)	16384	EXECUTE
gbt_oid_distance(internal, oid, smallint, oid, internal)	16480	EXECUTE
gbt_oid_distance(internal, oid, smallint, oid, internal)	16481	EXECUTE
gbt_oid_distance(internal, oid, smallint, oid, internal)	16482	EXECUTE
gbt_oid_fetch(internal)	10	EXECUTE
gbt_oid_fetch(internal)	16384	EXECUTE
gbt_oid_fetch(internal)	16480	EXECUTE
gbt_oid_fetch(internal)	16481	EXECUTE
gbt_oid_fetch(internal)	16482	EXECUTE
gbt_oid_penalty(internal, internal, internal)	10	EXECUTE
gbt_oid_penalty(internal, internal, internal)	16384	EXECUTE
gbt_oid_penalty(internal, internal, internal)	16480	EXECUTE
gbt_oid_penalty(internal, internal, internal)	16481	EXECUTE
gbt_oid_penalty(internal, internal, internal)	16482	EXECUTE
gbt_oid_picksplit(internal, internal)	10	EXECUTE
gbt_oid_picksplit(internal, internal)	16384	EXECUTE
gbt_oid_picksplit(internal, internal)	16480	EXECUTE
gbt_oid_picksplit(internal, internal)	16481	EXECUTE
gbt_oid_picksplit(internal, internal)	16482	EXECUTE
gbt_oid_same(gbtreekey8, gbtreekey8, internal)	10	EXECUTE
gbt_oid_same(gbtreekey8, gbtreekey8, internal)	16384	EXECUTE
gbt_oid_same(gbtreekey8, gbtreekey8, internal)	16480	EXECUTE
gbt_oid_same(gbtreekey8, gbtreekey8, internal)	16481	EXECUTE
gbt_oid_same(gbtreekey8, gbtreekey8, internal)	16482	EXECUTE
gbt_oid_union(internal, internal)	10	EXECUTE
gbt_oid_union(internal, internal)	16384	EXECUTE
gbt_oid_union(internal, internal)	16480	EXECUTE
gbt_oid_union(internal, internal)	16481	EXECUTE
gbt_oid_union(internal, internal)	16482	EXECUTE
gbt_text_compress(internal)	10	EXECUTE
gbt_text_compress(internal)	16384	EXECUTE
gbt_text_compress(internal)	16480	EXECUTE
gbt_text_compress(internal)	16481	EXECUTE
gbt_text_compress(internal)	16482	EXECUTE
gbt_text_consistent(internal, text, smallint, oid, internal)	10	EXECUTE
gbt_text_consistent(internal, text, smallint, oid, internal)	16384	EXECUTE
gbt_text_consistent(internal, text, smallint, oid, internal)	16480	EXECUTE
gbt_text_consistent(internal, text, smallint, oid, internal)	16481	EXECUTE
gbt_text_consistent(internal, text, smallint, oid, internal)	16482	EXECUTE
gbt_text_penalty(internal, internal, internal)	10	EXECUTE
gbt_text_penalty(internal, internal, internal)	16384	EXECUTE
gbt_text_penalty(internal, internal, internal)	16480	EXECUTE
gbt_text_penalty(internal, internal, internal)	16481	EXECUTE
gbt_text_penalty(internal, internal, internal)	16482	EXECUTE
gbt_text_picksplit(internal, internal)	10	EXECUTE
gbt_text_picksplit(internal, internal)	16384	EXECUTE
gbt_text_picksplit(internal, internal)	16480	EXECUTE
gbt_text_picksplit(internal, internal)	16481	EXECUTE
gbt_text_picksplit(internal, internal)	16482	EXECUTE
gbt_text_same(gbtreekey_var, gbtreekey_var, internal)	10	EXECUTE
gbt_text_same(gbtreekey_var, gbtreekey_var, internal)	16384	EXECUTE
gbt_text_same(gbtreekey_var, gbtreekey_var, internal)	16480	EXECUTE
gbt_text_same(gbtreekey_var, gbtreekey_var, internal)	16481	EXECUTE
gbt_text_same(gbtreekey_var, gbtreekey_var, internal)	16482	EXECUTE
gbt_text_union(internal, internal)	10	EXECUTE
gbt_text_union(internal, internal)	16384	EXECUTE
gbt_text_union(internal, internal)	16480	EXECUTE
gbt_text_union(internal, internal)	16481	EXECUTE
gbt_text_union(internal, internal)	16482	EXECUTE
gbt_time_compress(internal)	10	EXECUTE
gbt_time_compress(internal)	16384	EXECUTE
gbt_time_compress(internal)	16480	EXECUTE
gbt_time_compress(internal)	16481	EXECUTE
gbt_time_compress(internal)	16482	EXECUTE
gbt_time_consistent(internal, time without time zone, smallint, oid, internal)	10	EXECUTE
gbt_time_consistent(internal, time without time zone, smallint, oid, internal)	16384	EXECUTE
gbt_time_consistent(internal, time without time zone, smallint, oid, internal)	16480	EXECUTE
gbt_time_consistent(internal, time without time zone, smallint, oid, internal)	16481	EXECUTE
gbt_time_consistent(internal, time without time zone, smallint, oid, internal)	16482	EXECUTE
gbt_time_distance(internal, time without time zone, smallint, oid, internal)	10	EXECUTE
gbt_time_distance(internal, time without time zone, smallint, oid, internal)	16384	EXECUTE
gbt_time_distance(internal, time without time zone, smallint, oid, internal)	16480	EXECUTE
gbt_time_distance(internal, time without time zone, smallint, oid, internal)	16481	EXECUTE
gbt_time_distance(internal, time without time zone, smallint, oid, internal)	16482	EXECUTE
gbt_time_fetch(internal)	10	EXECUTE
gbt_time_fetch(internal)	16384	EXECUTE
gbt_time_fetch(internal)	16480	EXECUTE
gbt_time_fetch(internal)	16481	EXECUTE
gbt_time_fetch(internal)	16482	EXECUTE
gbt_time_penalty(internal, internal, internal)	10	EXECUTE
gbt_time_penalty(internal, internal, internal)	16384	EXECUTE
gbt_time_penalty(internal, internal, internal)	16480	EXECUTE
gbt_time_penalty(internal, internal, internal)	16481	EXECUTE
gbt_time_penalty(internal, internal, internal)	16482	EXECUTE
gbt_time_picksplit(internal, internal)	10	EXECUTE
gbt_time_picksplit(internal, internal)	16384	EXECUTE
gbt_time_picksplit(internal, internal)	16480	EXECUTE
gbt_time_picksplit(internal, internal)	16481	EXECUTE
gbt_time_picksplit(internal, internal)	16482	EXECUTE
gbt_time_same(gbtreekey16, gbtreekey16, internal)	10	EXECUTE
gbt_time_same(gbtreekey16, gbtreekey16, internal)	16384	EXECUTE
gbt_time_same(gbtreekey16, gbtreekey16, internal)	16480	EXECUTE
gbt_time_same(gbtreekey16, gbtreekey16, internal)	16481	EXECUTE
gbt_time_same(gbtreekey16, gbtreekey16, internal)	16482	EXECUTE
gbt_time_union(internal, internal)	10	EXECUTE
gbt_time_union(internal, internal)	16384	EXECUTE
gbt_time_union(internal, internal)	16480	EXECUTE
gbt_time_union(internal, internal)	16481	EXECUTE
gbt_time_union(internal, internal)	16482	EXECUTE
gbt_timetz_compress(internal)	10	EXECUTE
gbt_timetz_compress(internal)	16384	EXECUTE
gbt_timetz_compress(internal)	16480	EXECUTE
gbt_timetz_compress(internal)	16481	EXECUTE
gbt_timetz_compress(internal)	16482	EXECUTE
gbt_timetz_consistent(internal, time with time zone, smallint, oid, internal)	10	EXECUTE
gbt_timetz_consistent(internal, time with time zone, smallint, oid, internal)	16384	EXECUTE
gbt_timetz_consistent(internal, time with time zone, smallint, oid, internal)	16480	EXECUTE
gbt_timetz_consistent(internal, time with time zone, smallint, oid, internal)	16481	EXECUTE
gbt_timetz_consistent(internal, time with time zone, smallint, oid, internal)	16482	EXECUTE
gbt_ts_compress(internal)	10	EXECUTE
gbt_ts_compress(internal)	16384	EXECUTE
gbt_ts_compress(internal)	16480	EXECUTE
gbt_ts_compress(internal)	16481	EXECUTE
gbt_ts_compress(internal)	16482	EXECUTE
gbt_ts_consistent(internal, timestamp without time zone, smallint, oid, internal)	10	EXECUTE
gbt_ts_consistent(internal, timestamp without time zone, smallint, oid, internal)	16384	EXECUTE
gbt_ts_consistent(internal, timestamp without time zone, smallint, oid, internal)	16480	EXECUTE
gbt_ts_consistent(internal, timestamp without time zone, smallint, oid, internal)	16481	EXECUTE
gbt_ts_consistent(internal, timestamp without time zone, smallint, oid, internal)	16482	EXECUTE
gbt_ts_distance(internal, timestamp without time zone, smallint, oid, internal)	10	EXECUTE
gbt_ts_distance(internal, timestamp without time zone, smallint, oid, internal)	16384	EXECUTE
gbt_ts_distance(internal, timestamp without time zone, smallint, oid, internal)	16480	EXECUTE
gbt_ts_distance(internal, timestamp without time zone, smallint, oid, internal)	16481	EXECUTE
gbt_ts_distance(internal, timestamp without time zone, smallint, oid, internal)	16482	EXECUTE
gbt_ts_fetch(internal)	10	EXECUTE
gbt_ts_fetch(internal)	16384	EXECUTE
gbt_ts_fetch(internal)	16480	EXECUTE
gbt_ts_fetch(internal)	16481	EXECUTE
gbt_ts_fetch(internal)	16482	EXECUTE
gbt_ts_penalty(internal, internal, internal)	10	EXECUTE
gbt_ts_penalty(internal, internal, internal)	16384	EXECUTE
gbt_ts_penalty(internal, internal, internal)	16480	EXECUTE
gbt_ts_penalty(internal, internal, internal)	16481	EXECUTE
gbt_ts_penalty(internal, internal, internal)	16482	EXECUTE
gbt_ts_picksplit(internal, internal)	10	EXECUTE
gbt_ts_picksplit(internal, internal)	16384	EXECUTE
gbt_ts_picksplit(internal, internal)	16480	EXECUTE
gbt_ts_picksplit(internal, internal)	16481	EXECUTE
gbt_ts_picksplit(internal, internal)	16482	EXECUTE
gbt_ts_same(gbtreekey16, gbtreekey16, internal)	10	EXECUTE
gbt_ts_same(gbtreekey16, gbtreekey16, internal)	16384	EXECUTE
gbt_ts_same(gbtreekey16, gbtreekey16, internal)	16480	EXECUTE
gbt_ts_same(gbtreekey16, gbtreekey16, internal)	16481	EXECUTE
gbt_ts_same(gbtreekey16, gbtreekey16, internal)	16482	EXECUTE
gbt_ts_union(internal, internal)	10	EXECUTE
gbt_ts_union(internal, internal)	16384	EXECUTE
gbt_ts_union(internal, internal)	16480	EXECUTE
gbt_ts_union(internal, internal)	16481	EXECUTE
gbt_ts_union(internal, internal)	16482	EXECUTE
gbt_tstz_compress(internal)	10	EXECUTE
gbt_tstz_compress(internal)	16384	EXECUTE
gbt_tstz_compress(internal)	16480	EXECUTE
gbt_tstz_compress(internal)	16481	EXECUTE
gbt_tstz_compress(internal)	16482	EXECUTE
gbt_tstz_consistent(internal, timestamp with time zone, smallint, oid, internal)	10	EXECUTE
gbt_tstz_consistent(internal, timestamp with time zone, smallint, oid, internal)	16384	EXECUTE
gbt_tstz_consistent(internal, timestamp with time zone, smallint, oid, internal)	16480	EXECUTE
gbt_tstz_consistent(internal, timestamp with time zone, smallint, oid, internal)	16481	EXECUTE
gbt_tstz_consistent(internal, timestamp with time zone, smallint, oid, internal)	16482	EXECUTE
gbt_tstz_distance(internal, timestamp with time zone, smallint, oid, internal)	10	EXECUTE
gbt_tstz_distance(internal, timestamp with time zone, smallint, oid, internal)	16384	EXECUTE
gbt_tstz_distance(internal, timestamp with time zone, smallint, oid, internal)	16480	EXECUTE
gbt_tstz_distance(internal, timestamp with time zone, smallint, oid, internal)	16481	EXECUTE
gbt_tstz_distance(internal, timestamp with time zone, smallint, oid, internal)	16482	EXECUTE
gbt_uuid_compress(internal)	10	EXECUTE
gbt_uuid_compress(internal)	16384	EXECUTE
gbt_uuid_compress(internal)	16480	EXECUTE
gbt_uuid_compress(internal)	16481	EXECUTE
gbt_uuid_compress(internal)	16482	EXECUTE
gbt_uuid_consistent(internal, uuid, smallint, oid, internal)	10	EXECUTE
gbt_uuid_consistent(internal, uuid, smallint, oid, internal)	16384	EXECUTE
gbt_uuid_consistent(internal, uuid, smallint, oid, internal)	16480	EXECUTE
gbt_uuid_consistent(internal, uuid, smallint, oid, internal)	16481	EXECUTE
gbt_uuid_consistent(internal, uuid, smallint, oid, internal)	16482	EXECUTE
gbt_uuid_fetch(internal)	10	EXECUTE
gbt_uuid_fetch(internal)	16384	EXECUTE
gbt_uuid_fetch(internal)	16480	EXECUTE
gbt_uuid_fetch(internal)	16481	EXECUTE
gbt_uuid_fetch(internal)	16482	EXECUTE
gbt_uuid_penalty(internal, internal, internal)	10	EXECUTE
gbt_uuid_penalty(internal, internal, internal)	16384	EXECUTE
gbt_uuid_penalty(internal, internal, internal)	16480	EXECUTE
gbt_uuid_penalty(internal, internal, internal)	16481	EXECUTE
gbt_uuid_penalty(internal, internal, internal)	16482	EXECUTE
gbt_uuid_picksplit(internal, internal)	10	EXECUTE
gbt_uuid_picksplit(internal, internal)	16384	EXECUTE
gbt_uuid_picksplit(internal, internal)	16480	EXECUTE
gbt_uuid_picksplit(internal, internal)	16481	EXECUTE
gbt_uuid_picksplit(internal, internal)	16482	EXECUTE
gbt_uuid_same(gbtreekey32, gbtreekey32, internal)	10	EXECUTE
gbt_uuid_same(gbtreekey32, gbtreekey32, internal)	16384	EXECUTE
gbt_uuid_same(gbtreekey32, gbtreekey32, internal)	16480	EXECUTE
gbt_uuid_same(gbtreekey32, gbtreekey32, internal)	16481	EXECUTE
gbt_uuid_same(gbtreekey32, gbtreekey32, internal)	16482	EXECUTE
gbt_uuid_union(internal, internal)	10	EXECUTE
gbt_uuid_union(internal, internal)	16384	EXECUTE
gbt_uuid_union(internal, internal)	16480	EXECUTE
gbt_uuid_union(internal, internal)	16481	EXECUTE
gbt_uuid_union(internal, internal)	16482	EXECUTE
gbt_var_decompress(internal)	10	EXECUTE
gbt_var_decompress(internal)	16384	EXECUTE
gbt_var_decompress(internal)	16480	EXECUTE
gbt_var_decompress(internal)	16481	EXECUTE
gbt_var_decompress(internal)	16482	EXECUTE
gbt_var_fetch(internal)	10	EXECUTE
gbt_var_fetch(internal)	16384	EXECUTE
gbt_var_fetch(internal)	16480	EXECUTE
gbt_var_fetch(internal)	16481	EXECUTE
gbt_var_fetch(internal)	16482	EXECUTE
gbtreekey16_in(cstring)	10	EXECUTE
gbtreekey16_in(cstring)	16384	EXECUTE
gbtreekey16_in(cstring)	16480	EXECUTE
gbtreekey16_in(cstring)	16481	EXECUTE
gbtreekey16_in(cstring)	16482	EXECUTE
gbtreekey16_out(gbtreekey16)	10	EXECUTE
gbtreekey16_out(gbtreekey16)	16384	EXECUTE
gbtreekey16_out(gbtreekey16)	16480	EXECUTE
gbtreekey16_out(gbtreekey16)	16481	EXECUTE
gbtreekey16_out(gbtreekey16)	16482	EXECUTE
gbtreekey2_in(cstring)	10	EXECUTE
gbtreekey2_in(cstring)	16384	EXECUTE
gbtreekey2_in(cstring)	16480	EXECUTE
gbtreekey2_in(cstring)	16481	EXECUTE
gbtreekey2_in(cstring)	16482	EXECUTE
gbtreekey2_out(gbtreekey2)	10	EXECUTE
gbtreekey2_out(gbtreekey2)	16384	EXECUTE
gbtreekey2_out(gbtreekey2)	16480	EXECUTE
gbtreekey2_out(gbtreekey2)	16481	EXECUTE
gbtreekey2_out(gbtreekey2)	16482	EXECUTE
gbtreekey32_in(cstring)	10	EXECUTE
gbtreekey32_in(cstring)	16384	EXECUTE
gbtreekey32_in(cstring)	16480	EXECUTE
gbtreekey32_in(cstring)	16481	EXECUTE
gbtreekey32_in(cstring)	16482	EXECUTE
gbtreekey32_out(gbtreekey32)	10	EXECUTE
gbtreekey32_out(gbtreekey32)	16384	EXECUTE
gbtreekey32_out(gbtreekey32)	16480	EXECUTE
gbtreekey32_out(gbtreekey32)	16481	EXECUTE
gbtreekey32_out(gbtreekey32)	16482	EXECUTE
gbtreekey4_in(cstring)	10	EXECUTE
gbtreekey4_in(cstring)	16384	EXECUTE
gbtreekey4_in(cstring)	16480	EXECUTE
gbtreekey4_in(cstring)	16481	EXECUTE
gbtreekey4_in(cstring)	16482	EXECUTE
gbtreekey4_out(gbtreekey4)	10	EXECUTE
gbtreekey4_out(gbtreekey4)	16384	EXECUTE
gbtreekey4_out(gbtreekey4)	16480	EXECUTE
gbtreekey4_out(gbtreekey4)	16481	EXECUTE
gbtreekey4_out(gbtreekey4)	16482	EXECUTE
gbtreekey8_in(cstring)	10	EXECUTE
gbtreekey8_in(cstring)	16384	EXECUTE
gbtreekey8_in(cstring)	16480	EXECUTE
gbtreekey8_in(cstring)	16481	EXECUTE
gbtreekey8_in(cstring)	16482	EXECUTE
gbtreekey8_out(gbtreekey8)	10	EXECUTE
gbtreekey8_out(gbtreekey8)	16384	EXECUTE
gbtreekey8_out(gbtreekey8)	16480	EXECUTE
gbtreekey8_out(gbtreekey8)	16481	EXECUTE
gbtreekey8_out(gbtreekey8)	16482	EXECUTE
gbtreekey_var_in(cstring)	10	EXECUTE
gbtreekey_var_in(cstring)	16384	EXECUTE
gbtreekey_var_in(cstring)	16480	EXECUTE
gbtreekey_var_in(cstring)	16481	EXECUTE
gbtreekey_var_in(cstring)	16482	EXECUTE
gbtreekey_var_out(gbtreekey_var)	10	EXECUTE
gbtreekey_var_out(gbtreekey_var)	16384	EXECUTE
gbtreekey_var_out(gbtreekey_var)	16480	EXECUTE
gbtreekey_var_out(gbtreekey_var)	16481	EXECUTE
gbtreekey_var_out(gbtreekey_var)	16482	EXECUTE
generate_bulk_confirmation_token(p_store_ids uuid[], p_action text, p_user_id uuid)	16384	EXECUTE
generate_bulk_confirmation_token(p_store_ids uuid[], p_action text, p_user_id uuid)	16482	EXECUTE
generate_bulk_override_token(p_confirmation_token text, p_override_user_id uuid, p_reason text)	16384	EXECUTE
generate_bulk_override_token(p_confirmation_token text, p_override_user_id uuid, p_reason text)	16482	EXECUTE
generate_confirmation_token(p_session_id uuid)	16384	EXECUTE
generate_confirmation_token(p_session_id uuid)	16482	EXECUTE
generate_internal_barcode()	16384	EXECUTE
generate_internal_barcode()	16482	EXECUTE
generate_inventory_snapshot(p_store_id uuid)	16384	EXECUTE
generate_inventory_snapshot(p_store_id uuid)	16482	EXECUTE
generate_production_order_number()	16384	EXECUTE
generate_production_order_number()	16481	EXECUTE
generate_production_order_number()	16482	EXECUTE
get_ai_api_key(p_user_id uuid, p_provider text)	16384	EXECUTE
get_ai_api_key(p_user_id uuid, p_provider text)	16482	EXECUTE
get_audit_logs(p_store_id uuid, p_search_term text, p_date_from timestamp without time zone, p_date_to timestamp without time zone, p_limit integer)	16384	EXECUTE
get_audit_logs(p_store_id uuid, p_search_term text, p_date_from timestamp without time zone, p_date_to timestamp without time zone, p_limit integer)	16481	EXECUTE
get_audit_logs(p_store_id uuid, p_search_term text, p_date_from timestamp without time zone, p_date_to timestamp without time zone, p_limit integer)	16482	EXECUTE
get_available_stock(p_store_id uuid, p_product_id uuid)	16384	EXECUTE
get_available_stock(p_store_id uuid, p_product_id uuid)	16482	EXECUTE
get_backup_table_list(p_include_excluded boolean)	16384	EXECUTE
get_backup_table_list(p_include_excluded boolean)	16481	EXECUTE
get_backup_table_list(p_include_excluded boolean)	16482	EXECUTE
get_batch_store_daily_kpis(p_store_ids uuid[], p_date date)	16384	EXECUTE
get_batch_store_daily_kpis(p_store_ids uuid[], p_date date)	16481	EXECUTE
get_batch_store_daily_kpis(p_store_ids uuid[], p_date date)	16482	EXECUTE
get_cash_closures(p_store_id uuid, p_date_from date, p_date_to date, p_limit integer)	16384	EXECUTE
get_cash_closures(p_store_id uuid, p_date_from date, p_date_to date, p_limit integer)	16481	EXECUTE
get_cash_closures(p_store_id uuid, p_date_from date, p_date_to date, p_limit integer)	16482	EXECUTE
get_cash_report(p_store_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone, p_include_all_dates boolean)	16384	EXECUTE
get_cash_report(p_store_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone, p_include_all_dates boolean)	16481	EXECUTE
get_cash_report(p_store_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone, p_include_all_dates boolean)	16482	EXECUTE
get_current_user_store_id()	16384	EXECUTE
get_current_user_store_id()	16481	EXECUTE
get_current_user_store_id()	16482	EXECUTE
get_daily_expenses_aggregated(p_store_id uuid, p_date_from date, p_date_to date, p_limit integer)	16384	EXECUTE
get_daily_expenses_aggregated(p_store_id uuid, p_date_from date, p_date_to date, p_limit integer)	16481	EXECUTE
get_daily_expenses_aggregated(p_store_id uuid, p_date_from date, p_date_to date, p_limit integer)	16482	EXECUTE
get_daily_income_aggregated(p_store_id uuid, p_date_from timestamp with time zone, p_date_to timestamp with time zone, p_limit integer)	16384	EXECUTE
get_daily_income_aggregated(p_store_id uuid, p_date_from timestamp with time zone, p_date_to timestamp with time zone, p_limit integer)	16481	EXECUTE
get_daily_income_aggregated(p_store_id uuid, p_date_from timestamp with time zone, p_date_to timestamp with time zone, p_limit integer)	16482	EXECUTE
get_dashboard_kpis(p_store_id uuid, p_date_from timestamp with time zone, p_date_to timestamp with time zone)	16384	EXECUTE
