identity	git_final_source	live_ref	body	security	search_path	signature	body_note	overall	git_final_body_md5	live_prosrc_md5
public.generate_bulk_override_token(p_confirmation_token text, p_override_user_id uuid, p_reason text)	git:20260818000002_bulk_delete_functions_versioned.sql	oid:137813	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	ac4682362f7c1fde6fb7a3ad40c630d1	ac4682362f7c1fde6fb7a3ad40c630d1
public.bulk_soft_delete_stores(p_store_ids uuid[], p_deleted_by uuid, p_confirmation_token text, p_override_token text, p_reason text)	git:20260818000002_bulk_delete_functions_versioned.sql	oid:137814	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	3d1053f1d3775b04c375b8032cded3b2	3d1053f1d3775b04c375b8032cded3b2
public.check_bulk_ops_hourly_limit(p_user_id uuid, p_plan text)	git:20260818000002_bulk_delete_functions_versioned.sql	oid:137816	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	41c789cb3cc30cbbc14153ebac3c2876	41c789cb3cc30cbbc14153ebac3c2876
public.release_expired_reservations()	git:20260804000001_v2_13_10_fix_release_expired_reservations_cast.sql	oid:137974	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	7f6bfbbc2408e5f65eb40711934084ed	fc2877b3fcf8a978553568fb84fb6ff9
public.void_transaction(p_transaction_id uuid, p_reason text, p_operation_date timestamp with time zone, p_user_id uuid)	git:20260905000001_w9_b8_modelo_c_undo_reverse_authorization.sql	oid:138000	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	b2cb434b5ad6c59fe13b347fd362f534	b2cb434b5ad6c59fe13b347fd362f534
public.prevent_hard_delete_profile()	git:20260805000002_v2_14_2_profiles_soft_delete.sql	oid:138033	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	c675cd88b88ef6f559b18db13433e2c3	c675cd88b88ef6f559b18db13433e2c3
public.update_orphaned_users_log_updated_at()	git:20260805000003_v2_14_3_orphaned_users_log.sql	oid:138055	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	301a884953d37769916294bb60562e05	301a884953d37769916294bb60562e05
public.update_user_invitations_updated_at()	git:20260805000004_v2_14_4_user_invitations.sql	oid:138088	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	301a884953d37769916294bb60562e05	301a884953d37769916294bb60562e05
public.managed_create_user_v2(p_email text, p_full_name text, p_role user_role, p_plan plan_t, p_store_id uuid, p_memberships jsonb, p_max_stores integer, p_max_users integer, p_target_user_id uuid, p_creator_id uuid)	git:20260805000007_v2_14_7_managed_create_user_v2.sql	oid:138098	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	a2156904df665741abf3674f18ee05d2	a2156904df665741abf3674f18ee05d2
public.managed_update_user(p_user_id uuid, p_full_name text, p_role user_role, p_role_id uuid, p_is_active boolean, p_max_stores_limit integer, p_max_users_limit integer, p_plan plan_t, p_caller_id uuid)	git:20260820000001_security_fix_spoofable_caller_uid.sql	oid:138103	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	36212570c073eaef70e10b70a20a236d	36212570c073eaef70e10b70a20a236d
public.managed_toggle_user_status(p_user_id uuid, p_is_active boolean, p_caller_id uuid)	git:20260820000001_security_fix_spoofable_caller_uid.sql	oid:138104	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	05ffab956ee164a7d8732370d11b8a34	05ffab956ee164a7d8732370d11b8a34
public.managed_reset_password(p_user_id uuid, p_caller_id uuid)	git:20260820000001_security_fix_spoofable_caller_uid.sql	oid:138105	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	e5abd8d0cadd47bb18cd8dde03780f12	e5abd8d0cadd47bb18cd8dde03780f12
public.managed_soft_delete_user(p_user_id uuid, p_reason text, p_caller_id uuid)	git:20260820000001_security_fix_spoofable_caller_uid.sql	oid:138106	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	878ba3300a03b50e04b54c135f1c28a1	878ba3300a03b50e04b54c135f1c28a1
public.managed_update_membership(p_membership_id uuid, p_role user_role, p_status text, p_caller_id uuid)	git:20260820000001_security_fix_spoofable_caller_uid.sql	oid:138107	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	b1087fbc071da79b8882fdb2c0bf2209	b1087fbc071da79b8882fdb2c0bf2209
public.managed_revoke_membership(p_membership_id uuid, p_caller_id uuid)	git:20260820000001_security_fix_spoofable_caller_uid.sql	oid:138108	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	619b775d121a2c0015626bf7277ce98b	619b775d121a2c0015626bf7277ce98b
public.detect_orphan_users()	git:20260805000014_v2_14_14_detect_reconcile_orphans.sql	oid:138109	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	3c6df053ef9d9b7ff7c6682cf2176811	3c6df053ef9d9b7ff7c6682cf2176811
public.reconcile_orphan_user(p_auth_user_id uuid, p_action text, p_reason text, p_caller_id uuid)	git:20260820000001_security_fix_spoofable_caller_uid.sql	oid:138110	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	87096b0f82813d84edf770d87832d6cd	87096b0f82813d84edf770d87832d6cd
public.get_user_audit_history(p_user_id uuid, p_limit integer, p_offset integer)	git:20260805000015_v2_14_15_get_user_audit_history.sql	oid:138111	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	030abfa5e7adcb9823b4a63138f4cd80	030abfa5e7adcb9823b4a63138f4cd80
public.bulk_assign_memberships(p_user_id uuid, p_assignments jsonb)	git:20260805000016_v2_14_16_bulk_assign_memberships_audit.sql	oid:138112	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	f373c5cf4120470dd6a6d4b0f9257599	f373c5cf4120470dd6a6d4b0f9257599
public.create_store_with_membership(p_name text, p_address text, p_created_by uuid, p_max_stores integer, p_logo_url text, p_reeup text, p_nit text, p_bank_account text, p_phone text, p_email text, p_slug text, p_plantilla text, p_signature_url text, p_stamp_url text, p_latitude double precision, p_longitude double precision, p_tenant_id uuid)	git:20260806000005_v2_15_5_create_store_with_tenant.sql	oid:138143	DRIFT_FUNCTION_BODY	MATCH	DRIFT_SEARCH_PATH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	84c76c4ffac41a15b33c6b4330d1c408	da512cbcbbc4cbab35edf48bde15ff4d
public.managed_update_tenant_plan(p_tenant_id uuid, p_plan plan_t, p_subscription_status text, p_caller_id uuid)	git:20260820000001_security_fix_spoofable_caller_uid.sql	oid:138144	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	e5ce9f7cb774bf2b3e129c971175840a	e5ce9f7cb774bf2b3e129c971175840a
public.check_tenant_store_quota(p_tenant_id uuid, p_plan plan_t)	git:20260806000007_v2_15_7_check_tenant_store_quota.sql	oid:138145	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	17aedf8b0fd7cad9db81968dbb2a4933	17aedf8b0fd7cad9db81968dbb2a4933
public.get_tenant_cash_report(p_tenant_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone)	git:20260806000008_v2_15_8_tenant_reports.sql	oid:138146	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	2e263f95ea31bfc1d3094ec3489ba499	2e263f95ea31bfc1d3094ec3489ba499
public.get_tenant_sales_summary(p_tenant_id uuid, p_days integer)	git:20260807000008_v2_21_0_rls_fix_get_tenant_sales_summary.sql	oid:138147	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	5b322fc330b2c3070047e398e58e8c6f	5457b3a01f32ee18b89c023b9872978a
public.validate_tenant_access(p_user_id uuid, p_store_id uuid)	git:20260806000009_v2_15_9_validate_tenant_access.sql	oid:138148	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	4296dab9243d7ae933b8dfc7a021e761	4296dab9243d7ae933b8dfc7a021e761
public.has_store_role_as(p_user_id uuid, p_store_id uuid, p_roles text[])	git:20260807000002_v2_16_2_has_store_role_as.sql	oid:138149	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	abb566b7f3ce24ee2f0e6dbdb811f2e5	abb566b7f3ce24ee2f0e6dbdb811f2e5
public.reverse_transaction_v2(p_transaction_id uuid, p_reason text, p_user_id uuid)	git:20260905000001_w9_b8_modelo_c_undo_reverse_authorization.sql	oid:138188	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	080ab8d57a360c0a7e278e4eb1946ddc	080ab8d57a360c0a7e278e4eb1946ddc
public.reverse_receipt_v2(p_receipt_id uuid, p_reason text, p_user_id uuid)	git:20260905000002_w9_b10_reverse_document_authorization.sql	oid:138196	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	959e7ba7a289f141b51e0e638cac5a22	959e7ba7a289f141b51e0e638cac5a22
public.prevent_cash_closure_edit()	git:20260911000000_rem_sec1_security_boundaries.sql	oid:138201	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	7315bb7269d8ba63ee799f51515ad9da	7315bb7269d8ba63ee799f51515ad9da
public.reopen_cash_shift(p_closure_id uuid, p_reason text, p_user_id uuid)	git:20260911000000_rem_sec1_security_boundaries.sql	oid:138208	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	62172f6d459cb8e8ef1612c5e461ac2d	62172f6d459cb8e8ef1612c5e461ac2d
public.reverse_commissions_on_sale_void()	git:20260809000003_v2_18_3_commission_reversal_trigger.sql	oid:138210	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	e91878d819b52d45e26a0b6ec331c3e9	e91878d819b52d45e26a0b6ec331c3e9
public.audit_cash_closures_changes()	git:20260809000004_v2_18_4_audit_triggers.sql	oid:138218	DRIFT_FUNCTION_BODY	MATCH	DRIFT_SEARCH_PATH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	3bf574b11d4a98c4dc7de41396fec1c9	2da87471545b96ee0c6953f97121e4f2
public.audit_commission_payments_changes()	git:20260809000004_v2_18_4_audit_triggers.sql	oid:138220	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	7d77d1a92ceb382592ca42962f2e1cd3	c44c9d9e6c8a47c41b05585005abbf2f
public.audit_fiscal_closings_changes()	git:20260909000003_rem_f4_06b_audit_fiscal_closing_record_id_uuid.sql	oid:138222	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	6af38fa39f3287c6c03443299670ae85	6af38fa39f3287c6c03443299670ae85
public.audit_payment_transactions_changes()	git:20260817000004_fix_audit_payment_created_by.sql	oid:138224	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	ab1363a107332e5773d7816971e34cfe	ab1363a107332e5773d7816971e34cfe
public.next_document_number(p_store_id uuid, p_document_type text, p_user_id uuid)	git:20260817000001_vale_salida.sql	oid:138245	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	1103141660702711b55f8821e354f896	1103141660702711b55f8821e354f896
public.prevent_z_report_edit()	git:20260810000002_v2_19_2_z_reports.sql	oid:138283	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	7e4c9d67a9734cbf6c2858a5dc077d36	7e4c9d67a9734cbf6c2858a5dc077d36
public.close_cash_shift(p_closure_id uuid, p_declared_cash numeric, p_declared_vouchers numeric, p_notes text, p_user_id uuid)	git:20260911000000_rem_sec1_security_boundaries.sql	oid:138285	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	45f9c4ea1fcfcdf25c91878b258e99d5	b176bb225db3f1aba7f26c2f2f63975a
public.validate_operation_date(p_new_date timestamp with time zone, p_store_id uuid)	git:20260817000003_validate_operation_date_6months.sql	oid:138292	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	8559311d55219df06b79d84cf98772e2	8559311d55219df06b79d84cf98772e2
public.prevent_fiscal_closing_edit()	git:20260911000000_rem_sec1_security_boundaries.sql	oid:138303	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	bd17f83656ad38ef8b94d61df874ff9e	bd17f83656ad38ef8b94d61df874ff9e
public.get_sales_book(p_store_id uuid, p_year integer, p_month integer)	git:20260810000006_v2_19_6_fiscal_reports.sql	oid:138305	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	20aa4de2cf6e67829dcedf183664409c	20aa4de2cf6e67829dcedf183664409c
public.get_purchases_book(p_store_id uuid, p_year integer, p_month integer)	git:20260810000006_v2_19_6_fiscal_reports.sql	oid:138306	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	7232b3b1632e3bd5b39e89fb4dd15a3a	7232b3b1632e3bd5b39e89fb4dd15a3a
public.get_tax_report(p_store_id uuid, p_year integer, p_month integer)	git:20260810000006_v2_19_6_fiscal_reports.sql	oid:138307	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	a0d02672c3c03b47e10459641e8ed7a9	a0d02672c3c03b47e10459641e8ed7a9
public.set_audit_log_trace_id()	git:20260811000002_v2_20_2_rpc_trace_id.sql	oid:138340	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	5f9189dd1d5585453f2fa949304dc190	5f9189dd1d5585453f2fa949304dc190
public.test_trace_id_setting()	NOT_IN_GIT	oid:138343	-	-	-	-	-	ORPHAN_LIVE	-	-
public.current_user_tenant_id()	git:20260807000004_v2_21_0_rls_helper_functions.sql	oid:138372	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	e7c7f1fdb7e5134a4f1c7a0752c1088e	e7c7f1fdb7e5134a4f1c7a0752c1088e
public.current_user_store_ids()	git:20260807000004_v2_21_0_rls_helper_functions.sql	oid:138373	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	7aa4f04c3ab7d2f7e5d07848d45844f8	317799d87c0daedabb3dba833507e3f4
public.is_admin_with_access(p_store_id uuid)	git:20260807000004_v2_21_0_rls_helper_functions.sql	oid:138374	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	2c7c10af3e4e9756c24678d7ee80d5da	0015e76b5eb9b2c453cf802a31c6a020
public.is_tenant_member(p_tenant_id uuid)	git:20260807000004_v2_21_0_rls_helper_functions.sql	oid:138375	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	c4584678c338a9668b3dd5da4c320541	c4584678c338a9668b3dd5da4c320541
public.register_reception(p_store_id uuid, p_supplier text, p_reception_date timestamp with time zone, p_invoice_number text, p_items jsonb, p_user_id uuid, p_po_id uuid)	git:(migrations)/register_reception_rpc.sql	oid:138536	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	e8f0b7cc8f1c35ec23e11dfd5dc9842f	843db128859af3253dbe845e8d4067cd
public.receive_against_po(p_po_id uuid, p_received_items jsonb, p_user_id uuid, p_reception_date timestamp with time zone, p_invoice_number text)	git:20260808000003_v2_24_g3_receive_against_po_final.sql	oid:138544	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	b8501b512a6a81bf742be4b9940cbc02	b8501b512a6a81bf742be4b9940cbc02
public.set_purchase_order_status(p_po_id uuid, p_new_status purchase_status_enum, p_user_id uuid, p_reason text)	git:20260911000100_rem_po1_production_orders_boundaries.sql	oid:138551	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	53ae1222f47204d6dd42b9ce1e16751b	53ae1222f47204d6dd42b9ce1e16751b
public.prevent_received_service_edit()	git:20260809000003_v2_25_g3_trigger_prevent_edit.sql	oid:138589	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	1f8627454df3473e0b2b702a6f45a18e	1f8627454df3473e0b2b702a6f45a18e
public.create_received_service_v2(p_store_id uuid, p_supplier text, p_total_amount numeric, p_service_type_id uuid, p_service_type_name text, p_service_date date, p_currency text, p_exchange_rate numeric, p_payment_terms_days integer, p_distribution_method text, p_reference_doc text, p_observations text, p_receipt_ids jsonb, p_created_by uuid)	git:20260809000005_v2_25_g5_create_received_service_v2.sql	oid:138592	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	3363ad631b9bc7f64d00c1c087506ee4	3363ad631b9bc7f64d00c1c087506ee4
public.void_received_service_with_reversal(p_service_id uuid, p_user_id uuid, p_reason text, p_operation_date timestamp with time zone)	git:20260809000006_v2_25_g6_void_received_service.sql	oid:138595	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	e1ba8c1c6089871fe9dc45a7e01cf3a4	e1ba8c1c6089871fe9dc45a7e01cf3a4
public.set_received_service_status(p_service_id uuid, p_new_status text, p_user_id uuid, p_reason text)	git:20260809000007_v2_25_g7_set_received_service_status.sql	oid:138596	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	5aa60f383ba80b7662cc3a3c290fb0eb	5aa60f383ba80b7662cc3a3c290fb0eb
public.distribute_service_cost_v2(p_service_id uuid, p_user_id uuid)	git:20260809000008_v2_25_g8_distribute_service_cost_v2.sql	oid:138597	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	00ed3bfc684ec873cadc6ca2ac62a00b	00ed3bfc684ec873cadc6ca2ac62a00b
public.link_receipts_to_service(p_service_id uuid, p_receipt_ids jsonb, p_user_id uuid)	git:20260809000009_v2_25_g9_link_receipts_to_service.sql	oid:138598	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	225f2535b283ca51a93e6323c8f04e02	225f2535b283ca51a93e6323c8f04e02
public.receive_production_output(p_order_id uuid, p_product_id uuid, p_quantity numeric, p_store_id uuid, p_user_id uuid, p_idempotency_key text)	git:20260911000100_rem_po1_production_orders_boundaries.sql	oid:138613	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	110e15f1e600ba4e60e4079420f92195	110e15f1e600ba4e60e4079420f92195
public.withdraw_production_item_deprecated_6arg(p_item_id uuid, p_qty numeric, p_unit_cost numeric, p_store_id uuid, p_user_id uuid, p_idempotency_key text)	git:20260911000100_rem_po1_production_orders_boundaries.sql	oid:138616	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	26db3ed6351c8e85a2643dab9b889607	26db3ed6351c8e85a2643dab9b889607
public.void_closed_production_order(p_order_id uuid, p_reason text, p_user_id uuid)	git:20260911000100_rem_po1_production_orders_boundaries.sql	oid:138619	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	1a66a8bc0990766cc37d1621d4003315	1a66a8bc0990766cc37d1621d4003315
public.reverse_production_order(p_order_id uuid, p_reason text, p_user_id uuid)	git:20260911000100_rem_po1_production_orders_boundaries.sql	oid:138622	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	8a40d7419d18dd92bc8df4d3a832a844	8a40d7419d18dd92bc8df4d3a832a844
public.close_service_order_as_sale(p_order_id uuid, p_store_id uuid, p_seller_id uuid, p_payment_method text, p_currency text, p_exchange_rate numeric, p_user_id uuid)	git:20260810000006_v2_26_g6_close_service_order_as_sale.sql	oid:138627	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	b1e7f9cf60118e52ebb2da91fbc8c853	b1e7f9cf60118e52ebb2da91fbc8c853
public.create_production_order_v2(p_store_id uuid, p_order_type text, p_customer_name text, p_customer_ci text, p_customer_phone text, p_customer_address text, p_budget_total numeric, p_budget_currency text, p_description text, p_notes text, p_items jsonb, p_advance_amount numeric, p_advance_method text, p_advance_currency text, p_created_by uuid, p_idempotency_key text)	git:20260911000100_rem_po1_production_orders_boundaries.sql	oid:138630	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	00d5d9ae88cbfb38188ac4e67681d7c8	00d5d9ae88cbfb38188ac4e67681d7c8
public.close_production_order_v2(p_order_id uuid, p_store_id uuid, p_seller_id uuid, p_final_amount numeric, p_final_method text, p_final_currency text, p_exchange_rate numeric, p_output_product_id uuid, p_output_quantity numeric, p_user_id uuid, p_idempotency_key text)	git:20260911000100_rem_po1_production_orders_boundaries.sql	oid:138633	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	234eed0f145a71f3c7468297ae2354e4	234eed0f145a71f3c7468297ae2354e4
public.check_idempotency(p_key text, p_operation text, p_record_id uuid, p_param_hash text)	git:20260810000012_v2_26_hotfix3_idempotency_registry.sql	oid:138689	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	70bec988441c4118232beb4ae2ad0b42	1dd2aac68168112d0ace24b22e3ee932
public.register_idempotency(p_key text, p_operation text, p_record_id uuid, p_param_hash text, p_result jsonb)	git:20260810000012_v2_26_hotfix3_idempotency_registry.sql	oid:138690	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	5e3ad7cd1489c7b559f6b9a5f9dee49a	eebc1bedca26cd9cfaaee717469a2e6a
public.calculate_receipt_total_cup(p_receipt_id uuid)	git:20260810000020_pr2_migracion_b_schema.sql	oid:138783	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	e30cc8ff2c811e3f467d3aa2ab73f6a8	e30cc8ff2c811e3f467d3aa2ab73f6a8
public.update_receipt_item_tasa(p_receipt_item_id uuid, p_new_tasa_cambio_recepcion numeric, p_new_moneda_recepcion text, p_motivo text, p_user_id uuid)	git:20260810000020_pr2_migracion_b_schema.sql	oid:138785	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	4c996cf5f1fc279143f60b312eca2793	4c996cf5f1fc279143f60b312eca2793
public.void_pending_reception(p_receipt_id uuid, p_user_id uuid, p_reason text, p_operation_date timestamp with time zone)	git:20260810000030_pr3_void_pending_reception.sql	oid:138819	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	3197f2ad7d67ef137bb132592c0659e2	3197f2ad7d67ef137bb132592c0659e2
public.create_devolution_v2(p_store_id uuid, p_items jsonb, p_reason text, p_user_id uuid, p_original_transaction_id uuid, p_payment_method text, p_customer_id uuid, p_customer_name text, p_notes text, p_idempotency_key text)	git:20260810000041_pr4_3_1_fixes.sql	oid:138865	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	bcc6bc3fd29b1d8e2febef6e3cc176f1	75c4b5bdc1e106149d877a0d036c7f16
public.duplicate_inventory_adjustment_v2(p_original_id uuid, p_user_id uuid)	git:20260810000041_pr4_3_1_fixes.sql	oid:138870	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	bceaf59e7bc365164203026451e5c29b	bceaf59e7bc365164203026451e5c29b
public.create_sale_v2(p_store_id uuid, p_seller_id uuid, p_items jsonb, p_payment_method text, p_discount_type text, p_discount_value numeric, p_applied_taxes jsonb, p_tax_amount numeric, p_total_amount numeric, p_subtotal numeric, p_cash_amount numeric, p_transfer_amount numeric, p_zelle_amount numeric, p_sale_currency text, p_sale_exchange_rate numeric, p_customer_id uuid, p_customer_name text, p_supervisor_user_id uuid, p_idempotency_key text, p_operation_date timestamp with time zone, p_user_id uuid)	git:20260812000002_pr4_4i_create_sale_v2_payments.sql	oid:141788	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	8743baec2d4b0412ed758d0d52171186	7edb09b6b6f83b6d943e6171acf3412c
public.get_transactions(p_store_id uuid, p_search_term text, p_date_from timestamp without time zone, p_date_to timestamp without time zone, p_limit integer)	git:20260811000010_pr4_4g_fix_usd_visualization.sql	oid:142035	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	e26ba2e3459c8d3723e02506b55e26cf	e26ba2e3459c8d3723e02506b55e26cf
public.validate_payment_transactions_invariants()	git:20260812000001_pr4_4i_payment_transactions_hardening.sql	oid:142115	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	46bb2153d24e5248b786e05fb29ddf0d	c95512f62fd75d2a0cf446485d920079
public.protect_transactions_total_amount()	git:20260812000001_pr4_4i_payment_transactions_hardening.sql	oid:142117	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	e2955d9d1b124378b59d2c28bf13d6c8	e2955d9d1b124378b59d2c28bf13d6c8
public.adjust_total_amount(p_transaction_id uuid, p_new_total numeric, p_reason text)	git:20260812000001_pr4_4i_payment_transactions_hardening.sql	oid:142121	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	4da1e2832be3bd5cd818d392fa6ee5a9	f3da5a49245f72b1ea9004e562d8a9b4
public.enforce_ledger_append_only()	NOT_IN_GIT	oid:142220	-	-	-	-	-	ORPHAN_LIVE	-	-
public.restore_transaction_snapshot(p_migration_id text, p_tx_id uuid)	NOT_IN_GIT	oid:142222	-	-	-	-	-	ORPHAN_LIVE	-	-
public.withdraw_production_item_deprecated_9arg(p_item_id uuid, p_qty numeric, p_unit_cost numeric, p_store_id uuid, p_user_id uuid, p_idempotency_key text, p_reference_id uuid, p_reference_doc text, p_server_side_cost boolean)	NOT_IN_GIT	oid:142306	-	-	-	-	-	ORPHAN_LIVE	-	-
public.create_vale_salida(p_store_id uuid, p_items jsonb, p_production_order_id uuid, p_notes text, p_idempotency_key text)	git:20260817000001_vale_salida.sql	oid:142308	DRIFT_FUNCTION_BODY	MATCH	DRIFT_SEARCH_PATH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	7820e82dc0cf485d69a554b05d671b55	9916fa048d2cb95d48b77cc2d3b0c610
public.create_vale_salida(p_store_id uuid, p_items jsonb, p_production_order_id uuid, p_notes text, p_idempotency_key text, p_user_id uuid)	git:20260817000001_vale_salida.sql	oid:142325	DRIFT_FUNCTION_BODY	MATCH	DRIFT_SEARCH_PATH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	7820e82dc0cf485d69a554b05d671b55	655e93defaa49cf53696525700573c87
public.reverse_vale_salida(p_slip_id uuid, p_reason text, p_user_id uuid)	git:20260817000001_vale_salida.sql	oid:142337	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	7a77342d9f0c98dae673400df09384a7	7a77342d9f0c98dae673400df09384a7
public.has_management_access_as(p_user_id uuid, p_store_id uuid)	git:20260818000001_security_hardening_h1_h2_h3.sql	oid:142421	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	35c7da6a71099c04174a890b649eee1e	ed29082390d6b5e2f48a4e3d2ad41a4a
public.has_store_role(p_user_id uuid, p_store_id uuid, p_roles text[])	git:20260820000001_security_fix_spoofable_caller_uid.sql	oid:142475	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	53dd721499bf3253b567e3b1372400ee	53dd721499bf3253b567e3b1372400ee
